feature,label,boundary
./dataset/PKU-view/features/A02N01-R.npy,./dataset/PKU-view/gt_arr/A02N01-R.npy,./dataset/PKU-view/gt_boundary_arr/A02N01-R.npy
./dataset/PKU-view/features/A02N02-M.npy,./dataset/PKU-view/gt_arr/A02N02-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N02-M.npy
./dataset/PKU-view/features/A02N03-M.npy,./dataset/PKU-view/gt_arr/A02N03-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N03-M.npy
./dataset/PKU-view/features/A02N03-R.npy,./dataset/PKU-view/gt_arr/A02N03-R.npy,./dataset/PKU-view/gt_boundary_arr/A02N03-R.npy
./dataset/PKU-view/features/A02N04-M.npy,./dataset/PKU-view/gt_arr/A02N04-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N04-M.npy
./dataset/PKU-view/features/A02N04-R.npy,./dataset/PKU-view/gt_arr/A02N04-R.npy,./dataset/PKU-view/gt_boundary_arr/A02N04-R.npy
./dataset/PKU-view/features/A02N05-M.npy,./dataset/PKU-view/gt_arr/A02N05-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N05-M.npy
./dataset/PKU-view/features/A02N05-R.npy,./dataset/PKU-view/gt_arr/A02N05-R.npy,./dataset/PKU-view/gt_boundary_arr/A02N05-R.npy
./dataset/PKU-view/features/A02N06-M.npy,./dataset/PKU-view/gt_arr/A02N06-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N06-M.npy
./dataset/PKU-view/features/A02N06-R.npy,./dataset/PKU-view/gt_arr/A02N06-R.npy,./dataset/PKU-view/gt_boundary_arr/A02N06-R.npy
./dataset/PKU-view/features/A02N07-M.npy,./dataset/PKU-view/gt_arr/A02N07-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N07-M.npy
./dataset/PKU-view/features/A02N08-M.npy,./dataset/PKU-view/gt_arr/A02N08-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N08-M.npy
./dataset/PKU-view/features/A02N08-R.npy,./dataset/PKU-view/gt_arr/A02N08-R.npy,./dataset/PKU-view/gt_boundary_arr/A02N08-R.npy
./dataset/PKU-view/features/A02N09-M.npy,./dataset/PKU-view/gt_arr/A02N09-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N09-M.npy
./dataset/PKU-view/features/A02N09-R.npy,./dataset/PKU-view/gt_arr/A02N09-R.npy,./dataset/PKU-view/gt_boundary_arr/A02N09-R.npy
./dataset/PKU-view/features/A02N10-M.npy,./dataset/PKU-view/gt_arr/A02N10-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N10-M.npy
./dataset/PKU-view/features/A02N10-R.npy,./dataset/PKU-view/gt_arr/A02N10-R.npy,./dataset/PKU-view/gt_boundary_arr/A02N10-R.npy
./dataset/PKU-view/features/A02N11-M.npy,./dataset/PKU-view/gt_arr/A02N11-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N11-M.npy
./dataset/PKU-view/features/A02N11-R.npy,./dataset/PKU-view/gt_arr/A02N11-R.npy,./dataset/PKU-view/gt_boundary_arr/A02N11-R.npy
./dataset/PKU-view/features/A02N12-M.npy,./dataset/PKU-view/gt_arr/A02N12-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N12-M.npy
./dataset/PKU-view/features/A02N13-M.npy,./dataset/PKU-view/gt_arr/A02N13-M.npy,./dataset/PKU-view/gt_boundary_arr/A02N13-M.npy
./dataset/PKU-view/features/A02N13-R.npy,./dataset/PKU-view/gt_arr/A02N13-R.npy,./dataset/PKU-view/gt_boundary_arr/A02N13-R.npy
./dataset/PKU-view/features/A03N01-M.npy,./dataset/PKU-view/gt_arr/A03N01-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N01-M.npy
./dataset/PKU-view/features/A03N01-R.npy,./dataset/PKU-view/gt_arr/A03N01-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N01-R.npy
./dataset/PKU-view/features/A03N02-M.npy,./dataset/PKU-view/gt_arr/A03N02-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N02-M.npy
./dataset/PKU-view/features/A03N02-R.npy,./dataset/PKU-view/gt_arr/A03N02-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N02-R.npy
./dataset/PKU-view/features/A03N03-M.npy,./dataset/PKU-view/gt_arr/A03N03-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N03-M.npy
./dataset/PKU-view/features/A03N03-R.npy,./dataset/PKU-view/gt_arr/A03N03-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N03-R.npy
./dataset/PKU-view/features/A03N04-M.npy,./dataset/PKU-view/gt_arr/A03N04-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N04-M.npy
./dataset/PKU-view/features/A03N05-M.npy,./dataset/PKU-view/gt_arr/A03N05-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N05-M.npy
./dataset/PKU-view/features/A03N05-R.npy,./dataset/PKU-view/gt_arr/A03N05-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N05-R.npy
./dataset/PKU-view/features/A03N06-M.npy,./dataset/PKU-view/gt_arr/A03N06-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N06-M.npy
./dataset/PKU-view/features/A03N06-R.npy,./dataset/PKU-view/gt_arr/A03N06-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N06-R.npy
./dataset/PKU-view/features/A03N07-M.npy,./dataset/PKU-view/gt_arr/A03N07-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N07-M.npy
./dataset/PKU-view/features/A03N07-R.npy,./dataset/PKU-view/gt_arr/A03N07-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N07-R.npy
./dataset/PKU-view/features/A03N08-M.npy,./dataset/PKU-view/gt_arr/A03N08-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N08-M.npy
./dataset/PKU-view/features/A03N08-R.npy,./dataset/PKU-view/gt_arr/A03N08-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N08-R.npy
./dataset/PKU-view/features/A03N09-M.npy,./dataset/PKU-view/gt_arr/A03N09-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N09-M.npy
./dataset/PKU-view/features/A03N10-M.npy,./dataset/PKU-view/gt_arr/A03N10-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N10-M.npy
./dataset/PKU-view/features/A03N10-R.npy,./dataset/PKU-view/gt_arr/A03N10-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N10-R.npy
./dataset/PKU-view/features/A03N11-M.npy,./dataset/PKU-view/gt_arr/A03N11-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N11-M.npy
./dataset/PKU-view/features/A03N11-R.npy,./dataset/PKU-view/gt_arr/A03N11-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N11-R.npy
./dataset/PKU-view/features/A03N12-M.npy,./dataset/PKU-view/gt_arr/A03N12-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N12-M.npy
./dataset/PKU-view/features/A03N12-R.npy,./dataset/PKU-view/gt_arr/A03N12-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N12-R.npy
./dataset/PKU-view/features/A03N13-M.npy,./dataset/PKU-view/gt_arr/A03N13-M.npy,./dataset/PKU-view/gt_boundary_arr/A03N13-M.npy
./dataset/PKU-view/features/A03N13-R.npy,./dataset/PKU-view/gt_arr/A03N13-R.npy,./dataset/PKU-view/gt_boundary_arr/A03N13-R.npy
./dataset/PKU-view/features/A04N01-M.npy,./dataset/PKU-view/gt_arr/A04N01-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N01-M.npy
./dataset/PKU-view/features/A04N02-M.npy,./dataset/PKU-view/gt_arr/A04N02-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N02-M.npy
./dataset/PKU-view/features/A04N02-R.npy,./dataset/PKU-view/gt_arr/A04N02-R.npy,./dataset/PKU-view/gt_boundary_arr/A04N02-R.npy
./dataset/PKU-view/features/A04N03-M.npy,./dataset/PKU-view/gt_arr/A04N03-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N03-M.npy
./dataset/PKU-view/features/A04N03-R.npy,./dataset/PKU-view/gt_arr/A04N03-R.npy,./dataset/PKU-view/gt_boundary_arr/A04N03-R.npy
./dataset/PKU-view/features/A04N04-M.npy,./dataset/PKU-view/gt_arr/A04N04-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N04-M.npy
./dataset/PKU-view/features/A04N04-R.npy,./dataset/PKU-view/gt_arr/A04N04-R.npy,./dataset/PKU-view/gt_boundary_arr/A04N04-R.npy
./dataset/PKU-view/features/A04N05-M.npy,./dataset/PKU-view/gt_arr/A04N05-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N05-M.npy
./dataset/PKU-view/features/A04N05-R.npy,./dataset/PKU-view/gt_arr/A04N05-R.npy,./dataset/PKU-view/gt_boundary_arr/A04N05-R.npy
./dataset/PKU-view/features/A04N06-M.npy,./dataset/PKU-view/gt_arr/A04N06-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N06-M.npy
./dataset/PKU-view/features/A04N07-M.npy,./dataset/PKU-view/gt_arr/A04N07-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N07-M.npy
./dataset/PKU-view/features/A04N07-R.npy,./dataset/PKU-view/gt_arr/A04N07-R.npy,./dataset/PKU-view/gt_boundary_arr/A04N07-R.npy
./dataset/PKU-view/features/A04N08-M.npy,./dataset/PKU-view/gt_arr/A04N08-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N08-M.npy
./dataset/PKU-view/features/A04N08-R.npy,./dataset/PKU-view/gt_arr/A04N08-R.npy,./dataset/PKU-view/gt_boundary_arr/A04N08-R.npy
./dataset/PKU-view/features/A04N09-M.npy,./dataset/PKU-view/gt_arr/A04N09-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N09-M.npy
./dataset/PKU-view/features/A04N09-R.npy,./dataset/PKU-view/gt_arr/A04N09-R.npy,./dataset/PKU-view/gt_boundary_arr/A04N09-R.npy
./dataset/PKU-view/features/A04N10-M.npy,./dataset/PKU-view/gt_arr/A04N10-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N10-M.npy
./dataset/PKU-view/features/A04N10-R.npy,./dataset/PKU-view/gt_arr/A04N10-R.npy,./dataset/PKU-view/gt_boundary_arr/A04N10-R.npy
./dataset/PKU-view/features/A04N11-M.npy,./dataset/PKU-view/gt_arr/A04N11-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N11-M.npy
./dataset/PKU-view/features/A04N12-M.npy,./dataset/PKU-view/gt_arr/A04N12-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N12-M.npy
./dataset/PKU-view/features/A04N12-R.npy,./dataset/PKU-view/gt_arr/A04N12-R.npy,./dataset/PKU-view/gt_boundary_arr/A04N12-R.npy
./dataset/PKU-view/features/A04N13-M.npy,./dataset/PKU-view/gt_arr/A04N13-M.npy,./dataset/PKU-view/gt_boundary_arr/A04N13-M.npy
./dataset/PKU-view/features/A04N13-R.npy,./dataset/PKU-view/gt_arr/A04N13-R.npy,./dataset/PKU-view/gt_boundary_arr/A04N13-R.npy
./dataset/PKU-view/features/A05N01-M.npy,./dataset/PKU-view/gt_arr/A05N01-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N01-M.npy
./dataset/PKU-view/features/A05N01-R.npy,./dataset/PKU-view/gt_arr/A05N01-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N01-R.npy
./dataset/PKU-view/features/A05N02-M.npy,./dataset/PKU-view/gt_arr/A05N02-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N02-M.npy
./dataset/PKU-view/features/A05N02-R.npy,./dataset/PKU-view/gt_arr/A05N02-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N02-R.npy
./dataset/PKU-view/features/A05N03-M.npy,./dataset/PKU-view/gt_arr/A05N03-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N03-M.npy
./dataset/PKU-view/features/A05N04-R.npy,./dataset/PKU-view/gt_arr/A05N04-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N04-R.npy
./dataset/PKU-view/features/A05N05-M.npy,./dataset/PKU-view/gt_arr/A05N05-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N05-M.npy
./dataset/PKU-view/features/A05N05-R.npy,./dataset/PKU-view/gt_arr/A05N05-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N05-R.npy
./dataset/PKU-view/features/A05N06-M.npy,./dataset/PKU-view/gt_arr/A05N06-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N06-M.npy
./dataset/PKU-view/features/A05N06-R.npy,./dataset/PKU-view/gt_arr/A05N06-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N06-R.npy
./dataset/PKU-view/features/A05N07-M.npy,./dataset/PKU-view/gt_arr/A05N07-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N07-M.npy
./dataset/PKU-view/features/A05N07-R.npy,./dataset/PKU-view/gt_arr/A05N07-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N07-R.npy
./dataset/PKU-view/features/A05N08-M.npy,./dataset/PKU-view/gt_arr/A05N08-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N08-M.npy
./dataset/PKU-view/features/A05N08-R.npy,./dataset/PKU-view/gt_arr/A05N08-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N08-R.npy
./dataset/PKU-view/features/A05N09-R.npy,./dataset/PKU-view/gt_arr/A05N09-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N09-R.npy
./dataset/PKU-view/features/A05N10-M.npy,./dataset/PKU-view/gt_arr/A05N10-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N10-M.npy
./dataset/PKU-view/features/A05N10-R.npy,./dataset/PKU-view/gt_arr/A05N10-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N10-R.npy
./dataset/PKU-view/features/A05N11-M.npy,./dataset/PKU-view/gt_arr/A05N11-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N11-M.npy
./dataset/PKU-view/features/A05N11-R.npy,./dataset/PKU-view/gt_arr/A05N11-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N11-R.npy
./dataset/PKU-view/features/A05N12-M.npy,./dataset/PKU-view/gt_arr/A05N12-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N12-M.npy
./dataset/PKU-view/features/A05N12-R.npy,./dataset/PKU-view/gt_arr/A05N12-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N12-R.npy
./dataset/PKU-view/features/A05N13-M.npy,./dataset/PKU-view/gt_arr/A05N13-M.npy,./dataset/PKU-view/gt_boundary_arr/A05N13-M.npy
./dataset/PKU-view/features/A05N13-R.npy,./dataset/PKU-view/gt_arr/A05N13-R.npy,./dataset/PKU-view/gt_boundary_arr/A05N13-R.npy
./dataset/PKU-view/features/A06N01-R.npy,./dataset/PKU-view/gt_arr/A06N01-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N01-R.npy
./dataset/PKU-view/features/A06N02-M.npy,./dataset/PKU-view/gt_arr/A06N02-M.npy,./dataset/PKU-view/gt_boundary_arr/A06N02-M.npy
./dataset/PKU-view/features/A06N02-R.npy,./dataset/PKU-view/gt_arr/A06N02-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N02-R.npy
./dataset/PKU-view/features/A06N03-M.npy,./dataset/PKU-view/gt_arr/A06N03-M.npy,./dataset/PKU-view/gt_boundary_arr/A06N03-M.npy
./dataset/PKU-view/features/A06N03-R.npy,./dataset/PKU-view/gt_arr/A06N03-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N03-R.npy
./dataset/PKU-view/features/A06N04-M.npy,./dataset/PKU-view/gt_arr/A06N04-M.npy,./dataset/PKU-view/gt_boundary_arr/A06N04-M.npy
./dataset/PKU-view/features/A06N04-R.npy,./dataset/PKU-view/gt_arr/A06N04-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N04-R.npy
./dataset/PKU-view/features/A06N05-M.npy,./dataset/PKU-view/gt_arr/A06N05-M.npy,./dataset/PKU-view/gt_boundary_arr/A06N05-M.npy
./dataset/PKU-view/features/A06N05-R.npy,./dataset/PKU-view/gt_arr/A06N05-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N05-R.npy
./dataset/PKU-view/features/A06N06-R.npy,./dataset/PKU-view/gt_arr/A06N06-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N06-R.npy
./dataset/PKU-view/features/A06N07-M.npy,./dataset/PKU-view/gt_arr/A06N07-M.npy,./dataset/PKU-view/gt_boundary_arr/A06N07-M.npy
./dataset/PKU-view/features/A06N07-R.npy,./dataset/PKU-view/gt_arr/A06N07-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N07-R.npy
./dataset/PKU-view/features/A06N08-M.npy,./dataset/PKU-view/gt_arr/A06N08-M.npy,./dataset/PKU-view/gt_boundary_arr/A06N08-M.npy
./dataset/PKU-view/features/A06N08-R.npy,./dataset/PKU-view/gt_arr/A06N08-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N08-R.npy
./dataset/PKU-view/features/A06N09-M.npy,./dataset/PKU-view/gt_arr/A06N09-M.npy,./dataset/PKU-view/gt_boundary_arr/A06N09-M.npy
./dataset/PKU-view/features/A06N09-R.npy,./dataset/PKU-view/gt_arr/A06N09-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N09-R.npy
./dataset/PKU-view/features/A06N10-M.npy,./dataset/PKU-view/gt_arr/A06N10-M.npy,./dataset/PKU-view/gt_boundary_arr/A06N10-M.npy
./dataset/PKU-view/features/A06N10-R.npy,./dataset/PKU-view/gt_arr/A06N10-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N10-R.npy
./dataset/PKU-view/features/A06N11-R.npy,./dataset/PKU-view/gt_arr/A06N11-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N11-R.npy
./dataset/PKU-view/features/A06N12-M.npy,./dataset/PKU-view/gt_arr/A06N12-M.npy,./dataset/PKU-view/gt_boundary_arr/A06N12-M.npy
./dataset/PKU-view/features/A06N12-R.npy,./dataset/PKU-view/gt_arr/A06N12-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N12-R.npy
./dataset/PKU-view/features/A06N13-M.npy,./dataset/PKU-view/gt_arr/A06N13-M.npy,./dataset/PKU-view/gt_boundary_arr/A06N13-M.npy
./dataset/PKU-view/features/A06N13-R.npy,./dataset/PKU-view/gt_arr/A06N13-R.npy,./dataset/PKU-view/gt_boundary_arr/A06N13-R.npy
./dataset/PKU-view/features/A07N01-M.npy,./dataset/PKU-view/gt_arr/A07N01-M.npy,./dataset/PKU-view/gt_boundary_arr/A07N01-M.npy
./dataset/PKU-view/features/A07N01-R.npy,./dataset/PKU-view/gt_arr/A07N01-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N01-R.npy
./dataset/PKU-view/features/A07N02-M.npy,./dataset/PKU-view/gt_arr/A07N02-M.npy,./dataset/PKU-view/gt_boundary_arr/A07N02-M.npy
./dataset/PKU-view/features/A07N02-R.npy,./dataset/PKU-view/gt_arr/A07N02-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N02-R.npy
./dataset/PKU-view/features/A07N03-R.npy,./dataset/PKU-view/gt_arr/A07N03-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N03-R.npy
./dataset/PKU-view/features/A07N04-M.npy,./dataset/PKU-view/gt_arr/A07N04-M.npy,./dataset/PKU-view/gt_boundary_arr/A07N04-M.npy
./dataset/PKU-view/features/A07N04-R.npy,./dataset/PKU-view/gt_arr/A07N04-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N04-R.npy
./dataset/PKU-view/features/A07N05-M.npy,./dataset/PKU-view/gt_arr/A07N05-M.npy,./dataset/PKU-view/gt_boundary_arr/A07N05-M.npy
./dataset/PKU-view/features/A07N05-R.npy,./dataset/PKU-view/gt_arr/A07N05-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N05-R.npy
./dataset/PKU-view/features/A07N06-M.npy,./dataset/PKU-view/gt_arr/A07N06-M.npy,./dataset/PKU-view/gt_boundary_arr/A07N06-M.npy
./dataset/PKU-view/features/A07N06-R.npy,./dataset/PKU-view/gt_arr/A07N06-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N06-R.npy
./dataset/PKU-view/features/A07N07-M.npy,./dataset/PKU-view/gt_arr/A07N07-M.npy,./dataset/PKU-view/gt_boundary_arr/A07N07-M.npy
./dataset/PKU-view/features/A07N07-R.npy,./dataset/PKU-view/gt_arr/A07N07-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N07-R.npy
./dataset/PKU-view/features/A07N08-R.npy,./dataset/PKU-view/gt_arr/A07N08-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N08-R.npy
./dataset/PKU-view/features/A07N09-M.npy,./dataset/PKU-view/gt_arr/A07N09-M.npy,./dataset/PKU-view/gt_boundary_arr/A07N09-M.npy
./dataset/PKU-view/features/A07N09-R.npy,./dataset/PKU-view/gt_arr/A07N09-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N09-R.npy
./dataset/PKU-view/features/A07N10-M.npy,./dataset/PKU-view/gt_arr/A07N10-M.npy,./dataset/PKU-view/gt_boundary_arr/A07N10-M.npy
./dataset/PKU-view/features/A07N10-R.npy,./dataset/PKU-view/gt_arr/A07N10-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N10-R.npy
./dataset/PKU-view/features/A07N11-M.npy,./dataset/PKU-view/gt_arr/A07N11-M.npy,./dataset/PKU-view/gt_boundary_arr/A07N11-M.npy
./dataset/PKU-view/features/A07N11-R.npy,./dataset/PKU-view/gt_arr/A07N11-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N11-R.npy
./dataset/PKU-view/features/A07N12-R.npy,./dataset/PKU-view/gt_arr/A07N12-R.npy,./dataset/PKU-view/gt_boundary_arr/A07N12-R.npy
./dataset/PKU-view/features/A07N13-M.npy,./dataset/PKU-view/gt_arr/A07N13-M.npy,./dataset/PKU-view/gt_boundary_arr/A07N13-M.npy
./dataset/PKU-view/features/A08N01-M.npy,./dataset/PKU-view/gt_arr/A08N01-M.npy,./dataset/PKU-view/gt_boundary_arr/A08N01-M.npy
./dataset/PKU-view/features/A08N01-R.npy,./dataset/PKU-view/gt_arr/A08N01-R.npy,./dataset/PKU-view/gt_boundary_arr/A08N01-R.npy
./dataset/PKU-view/features/A08N02-M.npy,./dataset/PKU-view/gt_arr/A08N02-M.npy,./dataset/PKU-view/gt_boundary_arr/A08N02-M.npy
./dataset/PKU-view/features/A08N02-R.npy,./dataset/PKU-view/gt_arr/A08N02-R.npy,./dataset/PKU-view/gt_boundary_arr/A08N02-R.npy
./dataset/PKU-view/features/A08N03-M.npy,./dataset/PKU-view/gt_arr/A08N03-M.npy,./dataset/PKU-view/gt_boundary_arr/A08N03-M.npy
./dataset/PKU-view/features/A08N03-R.npy,./dataset/PKU-view/gt_arr/A08N03-R.npy,./dataset/PKU-view/gt_boundary_arr/A08N03-R.npy
./dataset/PKU-view/features/A08N04-M.npy,./dataset/PKU-view/gt_arr/A08N04-M.npy,./dataset/PKU-view/gt_boundary_arr/A08N04-M.npy
./dataset/PKU-view/features/A08N04-R.npy,./dataset/PKU-view/gt_arr/A08N04-R.npy,./dataset/PKU-view/gt_boundary_arr/A08N04-R.npy
./dataset/PKU-view/features/A08N05-M.npy,./dataset/PKU-view/gt_arr/A08N05-M.npy,./dataset/PKU-view/gt_boundary_arr/A08N05-M.npy
./dataset/PKU-view/features/A08N06-M.npy,./dataset/PKU-view/gt_arr/A08N06-M.npy,./dataset/PKU-view/gt_boundary_arr/A08N06-M.npy
