feature,label,boundary
./dataset/PKU-subject/features/A05N11-L.npy,./dataset/PKU-subject/gt_arr/A05N11-L.npy,./dataset/PKU-subject/gt_boundary_arr/A05N11-L.npy
./dataset/PKU-subject/features/A05N11-M.npy,./dataset/PKU-subject/gt_arr/A05N11-M.npy,./dataset/PKU-subject/gt_boundary_arr/A05N11-M.npy
./dataset/PKU-subject/features/A05N11-R.npy,./dataset/PKU-subject/gt_arr/A05N11-R.npy,./dataset/PKU-subject/gt_boundary_arr/A05N11-R.npy
./dataset/PKU-subject/features/A05N12-L.npy,./dataset/PKU-subject/gt_arr/A05N12-L.npy,./dataset/PKU-subject/gt_boundary_arr/A05N12-L.npy
./dataset/PKU-subject/features/A05N12-M.npy,./dataset/PKU-subject/gt_arr/A05N12-M.npy,./dataset/PKU-subject/gt_boundary_arr/A05N12-M.npy
./dataset/PKU-subject/features/A05N12-R.npy,./dataset/PKU-subject/gt_arr/A05N12-R.npy,./dataset/PKU-subject/gt_boundary_arr/A05N12-R.npy
./dataset/PKU-subject/features/A05N13-L.npy,./dataset/PKU-subject/gt_arr/A05N13-L.npy,./dataset/PKU-subject/gt_boundary_arr/A05N13-L.npy
./dataset/PKU-subject/features/A05N13-M.npy,./dataset/PKU-subject/gt_arr/A05N13-M.npy,./dataset/PKU-subject/gt_boundary_arr/A05N13-M.npy
./dataset/PKU-subject/features/A05N13-R.npy,./dataset/PKU-subject/gt_arr/A05N13-R.npy,./dataset/PKU-subject/gt_boundary_arr/A05N13-R.npy
./dataset/PKU-subject/features/A06N01-M.npy,./dataset/PKU-subject/gt_arr/A06N01-M.npy,./dataset/PKU-subject/gt_boundary_arr/A06N01-M.npy
./dataset/PKU-subject/features/A06N01-R.npy,./dataset/PKU-subject/gt_arr/A06N01-R.npy,./dataset/PKU-subject/gt_boundary_arr/A06N01-R.npy
./dataset/PKU-subject/features/A06N04-L.npy,./dataset/PKU-subject/gt_arr/A06N04-L.npy,./dataset/PKU-subject/gt_boundary_arr/A06N04-L.npy
./dataset/PKU-subject/features/A06N04-M.npy,./dataset/PKU-subject/gt_arr/A06N04-M.npy,./dataset/PKU-subject/gt_boundary_arr/A06N04-M.npy
./dataset/PKU-subject/features/A06N04-R.npy,./dataset/PKU-subject/gt_arr/A06N04-R.npy,./dataset/PKU-subject/gt_boundary_arr/A06N04-R.npy
./dataset/PKU-subject/features/A06N05-L.npy,./dataset/PKU-subject/gt_arr/A06N05-L.npy,./dataset/PKU-subject/gt_boundary_arr/A06N05-L.npy
./dataset/PKU-subject/features/A06N05-M.npy,./dataset/PKU-subject/gt_arr/A06N05-M.npy,./dataset/PKU-subject/gt_boundary_arr/A06N05-M.npy
./dataset/PKU-subject/features/A06N05-R.npy,./dataset/PKU-subject/gt_arr/A06N05-R.npy,./dataset/PKU-subject/gt_boundary_arr/A06N05-R.npy
./dataset/PKU-subject/features/A06N06-L.npy,./dataset/PKU-subject/gt_arr/A06N06-L.npy,./dataset/PKU-subject/gt_boundary_arr/A06N06-L.npy
./dataset/PKU-subject/features/A06N06-R.npy,./dataset/PKU-subject/gt_arr/A06N06-R.npy,./dataset/PKU-subject/gt_boundary_arr/A06N06-R.npy
./dataset/PKU-subject/features/A06N08-L.npy,./dataset/PKU-subject/gt_arr/A06N08-L.npy,./dataset/PKU-subject/gt_boundary_arr/A06N08-L.npy
./dataset/PKU-subject/features/A06N08-M.npy,./dataset/PKU-subject/gt_arr/A06N08-M.npy,./dataset/PKU-subject/gt_boundary_arr/A06N08-M.npy
./dataset/PKU-subject/features/A06N08-R.npy,./dataset/PKU-subject/gt_arr/A06N08-R.npy,./dataset/PKU-subject/gt_boundary_arr/A06N08-R.npy
./dataset/PKU-subject/features/A06N09-L.npy,./dataset/PKU-subject/gt_arr/A06N09-L.npy,./dataset/PKU-subject/gt_boundary_arr/A06N09-L.npy
./dataset/PKU-subject/features/A06N09-M.npy,./dataset/PKU-subject/gt_arr/A06N09-M.npy,./dataset/PKU-subject/gt_boundary_arr/A06N09-M.npy
./dataset/PKU-subject/features/A06N09-R.npy,./dataset/PKU-subject/gt_arr/A06N09-R.npy,./dataset/PKU-subject/gt_boundary_arr/A06N09-R.npy
./dataset/PKU-subject/features/A06N10-L.npy,./dataset/PKU-subject/gt_arr/A06N10-L.npy,./dataset/PKU-subject/gt_boundary_arr/A06N10-L.npy
./dataset/PKU-subject/features/A06N10-M.npy,./dataset/PKU-subject/gt_arr/A06N10-M.npy,./dataset/PKU-subject/gt_boundary_arr/A06N10-M.npy
./dataset/PKU-subject/features/A06N11-L.npy,./dataset/PKU-subject/gt_arr/A06N11-L.npy,./dataset/PKU-subject/gt_boundary_arr/A06N11-L.npy
./dataset/PKU-subject/features/A06N11-M.npy,./dataset/PKU-subject/gt_arr/A06N11-M.npy,./dataset/PKU-subject/gt_boundary_arr/A06N11-M.npy
./dataset/PKU-subject/features/A06N11-R.npy,./dataset/PKU-subject/gt_arr/A06N11-R.npy,./dataset/PKU-subject/gt_boundary_arr/A06N11-R.npy
./dataset/PKU-subject/features/A06N12-L.npy,./dataset/PKU-subject/gt_arr/A06N12-L.npy,./dataset/PKU-subject/gt_boundary_arr/A06N12-L.npy
./dataset/PKU-subject/features/A06N12-M.npy,./dataset/PKU-subject/gt_arr/A06N12-M.npy,./dataset/PKU-subject/gt_boundary_arr/A06N12-M.npy
./dataset/PKU-subject/features/A06N12-R.npy,./dataset/PKU-subject/gt_arr/A06N12-R.npy,./dataset/PKU-subject/gt_boundary_arr/A06N12-R.npy
./dataset/PKU-subject/features/A06N13-L.npy,./dataset/PKU-subject/gt_arr/A06N13-L.npy,./dataset/PKU-subject/gt_boundary_arr/A06N13-L.npy
./dataset/PKU-subject/features/A06N13-M.npy,./dataset/PKU-subject/gt_arr/A06N13-M.npy,./dataset/PKU-subject/gt_boundary_arr/A06N13-M.npy
./dataset/PKU-subject/features/A06N13-R.npy,./dataset/PKU-subject/gt_arr/A06N13-R.npy,./dataset/PKU-subject/gt_boundary_arr/A06N13-R.npy
./dataset/PKU-subject/features/A07N01-M.npy,./dataset/PKU-subject/gt_arr/A07N01-M.npy,./dataset/PKU-subject/gt_boundary_arr/A07N01-M.npy
./dataset/PKU-subject/features/A07N01-R.npy,./dataset/PKU-subject/gt_arr/A07N01-R.npy,./dataset/PKU-subject/gt_boundary_arr/A07N01-R.npy
./dataset/PKU-subject/features/A07N04-L.npy,./dataset/PKU-subject/gt_arr/A07N04-L.npy,./dataset/PKU-subject/gt_boundary_arr/A07N04-L.npy
./dataset/PKU-subject/features/A07N04-M.npy,./dataset/PKU-subject/gt_arr/A07N04-M.npy,./dataset/PKU-subject/gt_boundary_arr/A07N04-M.npy
